well	drug_name	assay_conc_um	runtime	measure
A07	Acetazolamide	200	40997	0.211
A07	Acetazolamide	200	42078	0.226
A07	Acetazolamide	200	43159	0.244
A07	Acetazolamide	200	44240	0.263
A07	Acetazolamide	200	45321	0.282
A07	Acetazolamide	200	46402	0.301
A07	Acetazolamide	200	47482	0.32
A07	Acetazolamide	200	48553	0.341
A07	Acetazolamide	200	49634	0.366
A07	Acetazolamide	200	50715	0.386
A07	Acetazolamide	200	51796	0.407
A07	Acetazolamide	200	52877	0.432
A07	Acetazolamide	200	53959	0.455
A07	Acetazolamide	200	55039	0.477
A07	Acetazolamide	200	56120	0.494
A07	Acetazolamide	200	57201	0.511
A07	Acetazolamide	200	58281	0.525
A07	Acetazolamide	200	59362	0.539
A07	Acetazolamide	200	60433	0.55
A07	Acetazolamide	200	61514	0.56
A07	Acetazolamide	200	62595	0.568
A07	Acetazolamide	200	63676	0.578
A07	Acetazolamide	200	64757	0.585
A07	Acetazolamide	200	65838	0.592
A07	Acetazolamide	200	66919	0.6
A07	Acetazolamide	200	68000	0.607
A07	Acetazolamide	200	69081	0.61
A07	Acetazolamide	200	70161	0.615
A07	Acetazolamide	200	71242	0.618
A07	Acetazolamide	200	72313	0.617
A07	Acetazolamide	200	73394	0.62
A07	Acetazolamide	200	74475	0.621
A07	Acetazolamide	200	75556	0.623
A07	Acetazolamide	200	76637	0.621
A07	Acetazolamide	200	77718	0.623
A07	Acetazolamide	200	78799	0.625
A07	Acetazolamide	200	79880	0.624
A07	Acetazolamide	200	80961	0.627
A07	Acetazolamide	200	82041	0.628
A07	Acetazolamide	200	83122	0.63
A07	Acetazolamide	200	84193	0.63
A07	Acetazolamide	200	85274	0.633
A07	Acetazolamide	200	86355	0.633
A07	Acetazolamide	200	87436	0.634
A07	Acetazolamide	200	88517	0.636
A07	Acetazolamide	200	89598	0.638
A07	Acetazolamide	200	90679	0.638
A07	Acetazolamide	200	91760	0.641
A07	Acetazolamide	200	92840	0.64
A07	Acetazolamide	200	93921	0.642
A07	Acetazolamide	200	95002	0.641
A07	Acetazolamide	200	96073	0.641
A07	Acetazolamide	200	97154	0.643
A07	Acetazolamide	200	98235	0.642
A07	Acetazolamide	200	99316	0.647
A07	Acetazolamide	200	100397	0.646
A07	Acetazolamide	200	101478	0.645
A07	Acetazolamide	200	102559	0.644
A07	Acetazolamide	200	103640	0.647
A07	Acetazolamide	200	104720	0.643
A07	Acetazolamide	200	105801	0.648
A07	Acetazolamide	200	106882	0.647
A07	Acetazolamide	200	107953	0.647
A07	Acetazolamide	200	109034	0.648
A07	Acetazolamide	200	110115	0.65
A07	Acetazolamide	200	111196	0.65
A07	Acetazolamide	200	112277	0.65
A07	Acetazolamide	200	113358	0.652
A07	Acetazolamide	200	114439	0.651
A07	Acetazolamide	200	115519	0.652
A07	Acetazolamide	200	116600	0.652
A07	Acetazolamide	200	117681	0.651
A07	Acetazolamide	200	118762	0.653
A08	Acetohexamide	200	0	0.102
A08	Acetohexamide	200	1033	0.1
A08	Acetohexamide	200	2114	0.093
A08	Acetohexamide	200	3195	0.108
A08	Acetohexamide	200	4276	0.099
A08	Acetohexamide	200	5357	0.098
A08	Acetohexamide	200	6438	0.099
A08	Acetohexamide	200	7519	0.106
A08	Acetohexamide	200	8600	0.112
A08	Acetohexamide	200	9681	0.109
A08	Acetohexamide	200	10762	0.117
A08	Acetohexamide	200	11843	0.123
A08	Acetohexamide	200	12913	0.126
A08	Acetohexamide	200	13994	0.138
A08	Acetohexamide	200	15075	0.137
A08	Acetohexamide	200	16156	0.149
A08	Acetohexamide	200	17237	0.156
A08	Acetohexamide	200	18318	0.162
A08	Acetohexamide	200	19399	0.175
A08	Acetohexamide	200	20480	0.173
A08	Acetohexamide	200	21561	0.181
A08	Acetohexamide	200	22642	0.187
A08	Acetohexamide	200	23722	0.185
A08	Acetohexamide	200	24793	0.183
A08	Acetohexamide	200	25874	0.208
A08	Acetohexamide	200	26955	0.195
A08	Acetohexamide	200	28036	0.2
A08	Acetohexamide	200	29117	0.201
A08	Acetohexamide	200	30198	0.202
A08	Acetohexamide	200	31279	0.21
A08	Acetohexamide	200	32360	0.223
A08	Acetohexamide	200	33441	0.223
A08	Acetohexamide	200	34522	0.226
A08	Acetohexamide	200	35603	0.252
A08	Acetohexamide	200	36673	0.263
A08	Acetohexamide	200	37754	0.267
A08	Acetohexamide	200	38835	0.273
A08	Acetohexamide	200	39916	0.299
A08	Acetohexamide	200	40997	0.319
A08	Acetohexamide	200	42078	0.329
A08	Acetohexamide	200	43159	0.381
A08	Acetohexamide	200	44240	0.364
A08	Acetohexamide	200	45321	0.388
A08	Acetohexamide	200	46402	0.408
A08	Acetohexamide	200	47482	0.426
A08	Acetohexamide	200	48553	0.448
A08	Acetohexamide	200	49634	0.469
A08	Acetohexamide	200	50715	0.487
A08	Acetohexamide	200	51796	0.512
A08	Acetohexamide	200	52877	0.534
A08	Acetohexamide	200	53959	0.557
A08	Acetohexamide	200	55039	0.578
A08	Acetohexamide	200	56120	0.597
A08	Acetohexamide	200	57201	0.613
A08	Acetohexamide	200	58281	0.623
A08	Acetohexamide	200	59362	0.636
A08	Acetohexamide	200	60433	0.643
A08	Acetohexamide	200	61514	0.655
A08	Acetohexamide	200	62595	0.662
A08	Acetohexamide	200	63676	0.67
A08	Acetohexamide	200	64757	0.677
A08	Acetohexamide	200	65838	0.681
A08	Acetohexamide	200	66919	0.686
A08	Acetohexamide	200	68000	0.691
A08	Acetohexamide	200	69081	0.695
A08	Acetohexamide	200	70161	0.697
A08	Acetohexamide	200	71242	0.698
A08	Acetohexamide	200	72313	0.697
A08	Acetohexamide	200	73394	0.697
A08	Acetohexamide	200	74475	0.697
A08	Acetohexamide	200	75556	0.697
A08	Acetohexamide	200	76637	0.695
A08	Acetohexamide	200	77718	0.698
A08	Acetohexamide	200	78799	0.695
A08	Acetohexamide	200	79880	0.696
A08	Acetohexamide	200	80961	0.698
A08	Acetohexamide	200	82041	0.701
A08	Acetohexamide	200	83122	0.7
A08	Acetohexamide	200	84193	0.702
A08	Acetohexamide	200	85274	0.702
A08	Acetohexamide	200	86355	0.701
A08	Acetohexamide	200	87436	0.704
A08	Acetohexamide	200	88517	0.704
A08	Acetohexamide	200	89598	0.709
A08	Acetohexamide	200	90679	0.707
A08	Acetohexamide	200	91760	0.709
A08	Acetohexamide	200	92840	0.71
A08	Acetohexamide	200	93921	0.71
A08	Acetohexamide	200	95002	0.712
A08	Acetohexamide	200	96073	0.712
A08	Acetohexamide	200	97154	0.713
A08	Acetohexamide	200	98235	0.712
A08	Acetohexamide	200	99316	0.714
A08	Acetohexamide	200	100397	0.714
A08	Acetohexamide	200	101478	0.718
A08	Acetohexamide	200	102559	0.715
A08	Acetohexamide	200	103640	0.719
A08	Acetohexamide	200	104720	0.714
A08	Acetohexamide	200	105801	0.72
A08	Acetohexamide	200	106882	0.719
A08	Acetohexamide	200	107953	0.722
A08	Acetohexamide	200	109034	0.722
A08	Acetohexamide	200	110115	0.723
A08	Acetohexamide	200	111196	0.723
A08	Acetohexamide	200	112277	0.724
A08	Acetohexamide	200	113358	0.727
A08	Acetohexamide	200	114439	0.727
A08	Acetohexamide	200	115519	0.726
A08	Acetohexamide	200	116600	0.727
A08	Acetohexamide	200	117681	0.729
A08	Acetohexamide	200	118762	0.732
A09	Acetohydroxamic Acid	200	0	0.077
A09	Acetohydroxamic Acid	200	1033	0.077
A09	Acetohydroxamic Acid	200	2114	0.079
A09	Acetohydroxamic Acid	200	3195	0.08
A09	Acetohydroxamic Acid	200	4276	0.081
A09	Acetohydroxamic Acid	200	5357	0.083
A09	Acetohydroxamic Acid	200	6438	0.089
A09	Acetohydroxamic Acid	200	7519	0.095
A09	Acetohydroxamic Acid	200	8600	0.101
A09	Acetohydroxamic Acid	200	9681	0.109
A09	Acetohydroxamic Acid	200	10762	0.117
A09	Acetohydroxamic Acid	200	11843	0.126
A09	Acetohydroxamic Acid	200	12913	0.135
A09	Acetohydroxamic Acid	200	13994	0.143
A09	Acetohydroxamic Acid	200	15075	0.151
A09	Acetohydroxamic Acid	200	16156	0.158
A09	Acetohydroxamic Acid	200	17237	0.165
A09	Acetohydroxamic Acid	200	18318	0.171
A09	Acetohydroxamic Acid	200	19399	0.176
A09	Acetohydroxamic Acid	200	20480	0.182
A09	Acetohydroxamic Acid	200	21561	0.187
A09	Acetohydroxamic Acid	200	22642	0.193
A09	Acetohydroxamic Acid	200	23722	0.199
A09	Acetohydroxamic Acid	200	24793	0.205
A09	Acetohydroxamic Acid	200	25874	0.211
A09	Acetohydroxamic Acid	200	26955	0.221
A09	Acetohydroxamic Acid	200	28036	0.222
A09	Acetohydroxamic Acid	200	29117	0.222
A09	Acetohydroxamic Acid	200	30198	0.224
A09	Acetohydroxamic Acid	200	31279	0.232
A09	Acetohydroxamic Acid	200	32360	0.236
A09	Acetohydroxamic Acid	200	33441	0.241
A09	Acetohydroxamic Acid	200	34522	0.25
A09	Acetohydroxamic Acid	200	35603	0.258
A09	Acetohydroxamic Acid	200	36673	0.268
A09	Acetohydroxamic Acid	200	37754	0.278
A09	Acetohydroxamic Acid	200	38835	0.291
A09	Acetohydroxamic Acid	200	39916	0.304
A09	Acetohydroxamic Acid	200	40997	0.319
A09	Acetohydroxamic Acid	200	42078	0.335
A09	Acetohydroxamic Acid	200	43159	0.355
A09	Acetohydroxamic Acid	200	44240	0.376
A09	Acetohydroxamic Acid	200	45321	0.398
A09	Acetohydroxamic Acid	200	46402	0.419
A09	Acetohydroxamic Acid	200	47482	0.443
A09	Acetohydroxamic Acid	200	48553	0.466
A09	Acetohydroxamic Acid	200	49634	0.49
A09	Acetohydroxamic Acid	200	50715	0.513
A09	Acetohydroxamic Acid	200	51796	0.536
A09	Acetohydroxamic Acid	200	52877	0.562
A09	Acetohydroxamic Acid	200	53959	0.584
A09	Acetohydroxamic Acid	200	55039	0.608
A09	Acetohydroxamic Acid	200	56120	0.631
A09	Acetohydroxamic Acid	200	57201	0.647
A09	Acetohydroxamic Acid	200	58281	0.663
A09	Acetohydroxamic Acid	200	59362	0.678
A09	Acetohydroxamic Acid	200	60433	0.689
A09	Acetohydroxamic Acid	200	61514	0.697
A09	Acetohydroxamic Acid	200	62595	0.707
A09	Acetohydroxamic Acid	200	63676	0.717
A09	Acetohydroxamic Acid	200	64757	0.725
A09	Acetohydroxamic Acid	200	65838	0.731
A09	Acetohydroxamic Acid	200	66919	0.739
A09	Acetohydroxamic Acid	200	68000	0.746
A09	Acetohydroxamic Acid	200	69081	0.749
A09	Acetohydroxamic Acid	200	70161	0.751
A09	Acetohydroxamic Acid	200	71242	0.754
A09	Acetohydroxamic Acid	200	72313	0.753
A09	Acetohydroxamic Acid	200	73394	0.754
A09	Acetohydroxamic Acid	200	74475	0.751
A09	Acetohydroxamic Acid	200	75556	0.753
A09	Acetohydroxamic Acid	200	76637	0.751
A09	Acetohydroxamic Acid	200	77718	0.751
A09	Acetohydroxamic Acid	200	78799	0.749
A09	Acetohydroxamic Acid	200	79880	0.749
A09	Acetohydroxamic Acid	200	80961	0.751
A09	Acetohydroxamic Acid	200	82041	0.751
A09	Acetohydroxamic Acid	200	83122	0.752
A09	Acetohydroxamic Acid	200	84193	0.753
A09	Acetohydroxamic Acid	200	85274	0.753
A09	Acetohydroxamic Acid	200	86355	0.753
A09	Acetohydroxamic Acid	200	87436	0.754
A09	Acetohydroxamic Acid	200	88517	0.756
A09	Acetohydroxamic Acid	200	89598	0.757
A09	Acetohydroxamic Acid	200	90679	0.758
A09	Acetohydroxamic Acid	200	91760	0.758
A09	Acetohydroxamic Acid	200	92840	0.758
A09	Acetohydroxamic Acid	200	93921	0.759
A09	Acetohydroxamic Acid	200	95002	0.76
A09	Acetohydroxamic Acid	200	96073	0.759
A09	Acetohydroxamic Acid	200	97154	0.758
A09	Acetohydroxamic Acid	200	98235	0.758
A09	Acetohydroxamic Acid	200	99316	0.761
A09	Acetohydroxamic Acid	200	100397	0.76
A09	Acetohydroxamic Acid	200	101478	0.763
A09	Acetohydroxamic Acid	200	102559	0.762
A09	Acetohydroxamic Acid	200	103640	0.764
A09	Acetohydroxamic Acid	200	104720	0.76
A09	Acetohydroxamic Acid	200	105801	0.765
A09	Acetohydroxamic Acid	200	106882	0.765
A09	Acetohydroxamic Acid	200	107953	0.764
A09	Acetohydroxamic Acid	200	109034	0.766
A09	Acetohydroxamic Acid	200	110115	0.769
A09	Acetohydroxamic Acid	200	111196	0.767
A09	Acetohydroxamic Acid	200	112277	0.768
A09	Acetohydroxamic Acid	200	113358	0.768
A09	Acetohydroxamic Acid	200	114439	0.769
A09	Acetohydroxamic Acid	200	115519	0.77
A09	Acetohydroxamic Acid	200	116600	0.773
A09	Acetohydroxamic Acid	200	117681	0.772
A09	Acetohydroxamic Acid	200	118762	0.773
A10	Acetylcysteine	200	0	0.08
A10	Acetylcysteine	200	1033	0.081
A10	Acetylcysteine	200	2114	0.082
A10	Acetylcysteine	200	3195	0.083
A10	Acetylcysteine	200	4276	0.084
A10	Acetylcysteine	200	5357	0.085
A10	Acetylcysteine	200	6438	0.086
A10	Acetylcysteine	200	7519	0.087
A10	Acetylcysteine	200	8600	0.089
A10	Acetylcysteine	200	9681	0.092
A10	Acetylcysteine	200	10762	0.094
A10	Acetylcysteine	200	11843	0.097
A10	Acetylcysteine	200	12913	0.101
A10	Acetylcysteine	200	13994	0.104
A10	Acetylcysteine	200	15075	0.108
A10	Acetylcysteine	200	16156	0.111
A10	Acetylcysteine	200	17237	0.114
A10	Acetylcysteine	200	18318	0.117
A10	Acetylcysteine	200	19399	0.12
A10	Acetylcysteine	200	20480	0.122
A10	Acetylcysteine	200	21561	0.126
A10	Acetylcysteine	200	22642	0.129
A10	Acetylcysteine	200	23722	0.134
A10	Acetylcysteine	200	24793	0.138
A10	Acetylcysteine	200	25874	0.145
A10	Acetylcysteine	200	26955	0.152
A10	Acetylcysteine	200	28036	0.15
A10	Acetylcysteine	200	29117	0.15
A10	Acetylcysteine	200	30198	0.152
A10	Acetylcysteine	200	31279	0.158
A10	Acetylcysteine	200	32360	0.162
A10	Acetylcysteine	200	33441	0.168
A10	Acetylcysteine	200	34522	0.175
A10	Acetylcysteine	200	35603	0.183
A10	Acetylcysteine	200	36673	0.191
A10	Acetylcysteine	200	37754	0.201
A10	Acetylcysteine	200	38835	0.212
A10	Acetylcysteine	200	39916	0.224
A10	Acetylcysteine	200	40997	0.239
A10	Acetylcysteine	200	42078	0.253
A10	Acetylcysteine	200	43159	0.272
A10	Acetylcysteine	200	44240	0.292
A10	Acetylcysteine	200	45321	0.311
A10	Acetylcysteine	200	46402	0.333
A10	Acetylcysteine	200	47482	0.353
A10	Acetylcysteine	200	48553	0.375
A10	Acetylcysteine	200	49634	0.397
A10	Acetylcysteine	200	50715	0.418
A10	Acetylcysteine	200	51796	0.442
A10	Acetylcysteine	200	52877	0.464
A10	Acetylcysteine	200	53959	0.487
A10	Acetylcysteine	200	55039	0.508
A10	Acetylcysteine	200	56120	0.528
A10	Acetylcysteine	200	57201	0.547
A10	Acetylcysteine	200	58281	0.561
A10	Acetylcysteine	200	59362	0.572
A10	Acetylcysteine	200	60433	0.586
A10	Acetylcysteine	200	61514	0.596
A10	Acetylcysteine	200	62595	0.605
A10	Acetylcysteine	200	63676	0.613
A10	Acetylcysteine	200	64757	0.62
A10	Acetylcysteine	200	65838	0.627
A10	Acetylcysteine	200	66919	0.634
A10	Acetylcysteine	200	68000	0.638
A10	Acetylcysteine	200	69081	0.645
A10	Acetylcysteine	200	70161	0.646
A10	Acetylcysteine	200	71242	0.648
A10	Acetylcysteine	200	72313	0.646
A10	Acetylcysteine	200	73394	0.649
A10	Acetylcysteine	200	74475	0.645
A10	Acetylcysteine	200	75556	0.649
A10	Acetylcysteine	200	76637	0.647
A10	Acetylcysteine	200	77718	0.65
A10	Acetylcysteine	200	78799	0.648
A10	Acetylcysteine	200	79880	0.647
A10	Acetylcysteine	200	80961	0.65
A10	Acetylcysteine	200	82041	0.651
A10	Acetylcysteine	200	83122	0.652
A10	Acetylcysteine	200	84193	0.651
A10	Acetylcysteine	200	85274	0.651
A10	Acetylcysteine	200	86355	0.652
A10	Acetylcysteine	200	87436	0.655
A10	Acetylcysteine	200	88517	0.657
A10	Acetylcysteine	200	89598	0.658
A10	Acetylcysteine	200	90679	0.656
A10	Acetylcysteine	200	91760	0.659
A10	Acetylcysteine	200	92840	0.658
A10	Acetylcysteine	200	93921	0.66
A10	Acetylcysteine	200	95002	0.659
A10	Acetylcysteine	200	96073	0.66
A10	Acetylcysteine	200	97154	0.661
A10	Acetylcysteine	200	98235	0.661
A10	Acetylcysteine	200	99316	0.664
A10	Acetylcysteine	200	100397	0.663
A10	Acetylcysteine	200	101478	0.664
A10	Acetylcysteine	200	102559	0.663
A10	Acetylcysteine	200	103640	0.665
A10	Acetylcysteine	200	104720	0.663
A10	Acetylcysteine	200	105801	0.667
A10	Acetylcysteine	200	106882	0.667
A10	Acetylcysteine	200	107953	0.669
A10	Acetylcysteine	200	109034	0.668
A10	Acetylcysteine	200	110115	0.671
A10	Acetylcysteine	200	111196	0.67
A10	Acetylcysteine	200	112277	0.67
A10	Acetylcysteine	200	113358	0.672
A10	Acetylcysteine	200	114439	0.673
A10	Acetylcysteine	200	115519	0.673
A10	Acetylcysteine	200	116600	0.674
A10	Acetylcysteine	200	117681	0.673
A10	Acetylcysteine	200	118762	0.675
A11	Acrivastine	40	0	0.078
A11	Acrivastine	40	1033	0.079
A11	Acrivastine	40	2114	0.08
A11	Acrivastine	40	3195	0.081
A11	Acrivastine	40	4276	0.082
A11	Acrivastine	40	5357	0.083
A11	Acrivastine	40	6438	0.085
A11	Acrivastine	40	7519	0.088
A11	Acrivastine	40	8600	0.092
A11	Acrivastine	40	9681	0.096
A11	Acrivastine	40	10762	0.101
A11	Acrivastine	40	11843	0.106
A11	Acrivastine	40	12913	0.11
A11	Acrivastine	40	13994	0.114
A11	Acrivastine	40	15075	0.119
A11	Acrivastine	40	16156	0.123
A11	Acrivastine	40	17237	0.127
A11	Acrivastine	40	18318	0.131
A11	Acrivastine	40	19399	0.135
A11	Acrivastine	40	20480	0.138
A11	Acrivastine	40	21561	0.142
A11	Acrivastine	40	22642	0.146
A11	Acrivastine	40	23722	0.15
A11	Acrivastine	40	24793	0.153
A11	Acrivastine	40	25874	0.159
A11	Acrivastine	40	26955	0.163
A11	Acrivastine	40	28036	0.168
A11	Acrivastine	40	29117	0.175
A11	Acrivastine	40	30198	0.181
A11	Acrivastine	40	31279	0.188
A11	Acrivastine	40	32360	0.195
A11	Acrivastine	40	33441	0.203
A11	Acrivastine	40	34522	0.211
A11	Acrivastine	40	35603	0.22
A11	Acrivastine	40	36673	0.229
A11	Acrivastine	40	37754	0.238
A11	Acrivastine	40	38835	0.251
A11	Acrivastine	40	39916	0.264
A11	Acrivastine	40	40997	0.278
A11	Acrivastine	40	42078	0.296
A11	Acrivastine	40	43159	0.314
A11	Acrivastine	40	44240	0.336
A11	Acrivastine	40	45321	0.355
A11	Acrivastine	40	46402	0.374
A11	Acrivastine	40	47482	0.395
A11	Acrivastine	40	48553	0.416
A11	Acrivastine	40	49634	0.438
A11	Acrivastine	40	50715	0.459
A11	Acrivastine	40	51796	0.482
A11	Acrivastine	40	52877	0.504
A11	Acrivastine	40	53959	0.526
A11	Acrivastine	40	55039	0.547
A11	Acrivastine	40	56120	0.565
A11	Acrivastine	40	57201	0.577
A11	Acrivastine	40	58281	0.59
A11	Acrivastine	40	59362	0.601
A11	Acrivastine	40	60433	0.608
A11	Acrivastine	40	61514	0.618
A11	Acrivastine	40	62595	0.625
A11	Acrivastine	40	63676	0.632
A11	Acrivastine	40	64757	0.639
A11	Acrivastine	40	65838	0.643
A11	Acrivastine	40	66919	0.647
A11	Acrivastine	40	68000	0.654
A11	Acrivastine	40	69081	0.654
A11	Acrivastine	40	70161	0.655
A11	Acrivastine	40	71242	0.654
A11	Acrivastine	40	72313	0.651
A11	Acrivastine	40	73394	0.65
A11	Acrivastine	40	74475	0.651
A11	Acrivastine	40	75556	0.653
A11	Acrivastine	40	76637	0.65
A11	Acrivastine	40	77718	0.651
A11	Acrivastine	40	78799	0.652
A11	Acrivastine	40	79880	0.651
A11	Acrivastine	40	80961	0.651
A11	Acrivastine	40	82041	0.653
A11	Acrivastine	40	83122	0.652
A11	Acrivastine	40	84193	0.654
A11	Acrivastine	40	85274	0.655
A11	Acrivastine	40	86355	0.654
A11	Acrivastine	40	87436	0.656
A11	Acrivastine	40	88517	0.655
A11	Acrivastine	40	89598	0.656
A11	Acrivastine	40	90679	0.659
A11	Acrivastine	40	91760	0.659
A11	Acrivastine	40	92840	0.658
A11	Acrivastine	40	93921	0.659
A11	Acrivastine	40	95002	0.66
A11	Acrivastine	40	96073	0.662
A11	Acrivastine	40	97154	0.661
A11	Acrivastine	40	98235	0.663
A11	Acrivastine	40	99316	0.664
A11	Acrivastine	40	100397	0.665
A11	Acrivastine	40	101478	0.665
A11	Acrivastine	40	102559	0.665
A11	Acrivastine	40	103640	0.667
A11	Acrivastine	40	104720	0.667
A11	Acrivastine	40	105801	0.67
A11	Acrivastine	40	106882	0.669
A11	Acrivastine	40	107953	0.67
A11	Acrivastine	40	109034	0.671
A11	Acrivastine	40	110115	0.674
A11	Acrivastine	40	111196	0.673
A11	Acrivastine	40	112277	0.674
A11	Acrivastine	40	113358	0.674
A11	Acrivastine	40	114439	0.676
A11	Acrivastine	40	115519	0.679
A11	Acrivastine	40	116600	0.677
A11	Acrivastine	40	117681	0.678
A11	Acrivastine	40	118762	0.678
A12	NA	NA	0	0.077
A12	NA	NA	1033	0.078
A12	NA	NA	2114	0.079
A12	NA	NA	3195	0.08
A12	NA	NA	4276	0.08
A12	NA	NA	5357	0.081
A12	NA	NA	6438	0.082
A12	NA	NA	7519	0.083
A12	NA	NA	8600	0.084
A12	NA	NA	9681	0.086
A12	NA	NA	10762	0.087
A12	NA	NA	11843	0.09
A12	NA	NA	12913	0.092
A12	NA	NA	13994	0.094
A12	NA	NA	15075	0.096
A12	NA	NA	16156	0.099
A12	NA	NA	17237	0.101
A12	NA	NA	18318	0.103
A12	NA	NA	19399	0.106
A12	NA	NA	20480	0.108
A12	NA	NA	21561	0.11
A12	NA	NA	22642	0.114
A12	NA	NA	23722	0.118
A12	NA	NA	24793	0.126
A12	NA	NA	25874	0.123
A12	NA	NA	26955	0.121
A12	NA	NA	28036	0.12
A12	NA	NA	29117	0.121
A12	NA	NA	30198	0.125
A12	NA	NA	31279	0.129
A12	NA	NA	32360	0.135
A12	NA	NA	33441	0.14
A12	NA	NA	34522	0.148
A12	NA	NA	35603	0.157
A12	NA	NA	36673	0.167
A12	NA	NA	37754	0.175
A12	NA	NA	38835	0.189
A12	NA	NA	39916	0.202
A12	NA	NA	40997	0.217
A12	NA	NA	42078	0.233
A12	NA	NA	43159	0.252
A12	NA	NA	44240	0.271
A12	NA	NA	45321	0.29
A12	NA	NA	46402	0.309
A12	NA	NA	47482	0.329
A12	NA	NA	48553	0.352
A12	NA	NA	49634	0.372
A12	NA	NA	50715	0.392
A12	NA	NA	51796	0.413
A12	NA	NA	52877	0.435
A12	NA	NA	53959	0.451
A12	NA	NA	55039	0.467
A12	NA	NA	56120	0.48
A12	NA	NA	57201	0.492
A12	NA	NA	58281	0.502
A12	NA	NA	59362	0.51
A12	NA	NA	60433	0.521
A12	NA	NA	61514	0.526
A12	NA	NA	62595	0.532
A12	NA	NA	63676	0.539
A12	NA	NA	64757	0.544
A12	NA	NA	65838	0.548
A12	NA	NA	66919	0.553
A12	NA	NA	68000	0.555
A12	NA	NA	69081	0.556
A12	NA	NA	70161	0.555
A12	NA	NA	71242	0.552
A12	NA	NA	72313	0.552
A12	NA	NA	73394	0.551
A12	NA	NA	74475	0.551
A12	NA	NA	75556	0.552
A12	NA	NA	76637	0.553
A12	NA	NA	77718	0.552
A12	NA	NA	78799	0.553
A12	NA	NA	79880	0.554
A12	NA	NA	80961	0.557
A12	NA	NA	82041	0.558
A12	NA	NA	83122	0.556
A12	NA	NA	84193	0.556
A12	NA	NA	85274	0.557
A12	NA	NA	86355	0.561
A12	NA	NA	87436	0.561
A12	NA	NA	88517	0.563
A12	NA	NA	89598	0.566
A12	NA	NA	90679	0.565
A12	NA	NA	91760	0.569
A12	NA	NA	92840	0.568
A12	NA	NA	93921	0.57
A12	NA	NA	95002	0.572
A12	NA	NA	96073	0.573
A12	NA	NA	97154	0.574
A12	NA	NA	98235	0.574
A12	NA	NA	99316	0.577
A12	NA	NA	100397	0.578
A12	NA	NA	101478	0.579
A12	NA	NA	102559	0.58
A12	NA	NA	103640	0.582
A12	NA	NA	104720	0.58
A12	NA	NA	105801	0.583
A12	NA	NA	106882	0.584
A12	NA	NA	107953	0.585
A12	NA	NA	109034	0.585
A12	NA	NA	110115	0.589
A12	NA	NA	111196	0.589
A12	NA	NA	112277	0.59
A12	NA	NA	113358	0.59
A12	NA	NA	114439	0.592
A12	NA	NA	115519	0.594
A12	NA	NA	116600	0.595
A12	NA	NA	117681	0.597
A12	NA	NA	118762	0.596
B01	NA	NA	0	0.077
B01	NA	NA	1033	0.078
B01	NA	NA	2114	0.079
B01	NA	NA	3195	0.08
B01	NA	NA	4276	0.081
B01	NA	NA	5357	0.081
B01	NA	NA	6438	0.083
B01	NA	NA	7519	0.084
B01	NA	NA	8600	0.086
B01	NA	NA	9681	0.088
B01	NA	NA	10762	0.091
B01	NA	NA	11843	0.093
B01	NA	NA	12913	0.097
B01	NA	NA	13994	0.1
B01	NA	NA	15075	0.104
B01	NA	NA	16156	0.106
B01	NA	NA	17237	0.11
B01	NA	NA	18318	0.112
B01	NA	NA	19399	0.115
B01	NA	NA	20480	0.117
B01	NA	NA	21561	0.119
B01	NA	NA	22642	0.122
B01	NA	NA	23722	0.126
B01	NA	NA	24793	0.129
B01	NA	NA	25874	0.131
B01	NA	NA	26955	0.134
B01	NA	NA	28036	0.139
B01	NA	NA	29117	0.143
B01	NA	NA	30198	0.149
B01	NA	NA	31279	0.154
B01	NA	NA	32360	0.159
B01	NA	NA	33441	0.166
B01	NA	NA	34522	0.171
B01	NA	NA	35603	0.178
B01	NA	NA	36673	0.187
B01	NA	NA	37754	0.197
B01	NA	NA	38835	0.208
B01	NA	NA	39916	0.22
B01	NA	NA	40997	0.232
B01	NA	NA	42078	0.25
B01	NA	NA	43159	0.266
B01	NA	NA	44240	0.287
B01	NA	NA	45321	0.305
B01	NA	NA	46402	0.328
B01	NA	NA	47482	0.343
B01	NA	NA	48553	0.366
B01	NA	NA	49634	0.388
B01	NA	NA	50715	0.411
B01	NA	NA	51796	0.433
B01	NA	NA	52877	0.456
B01	NA	NA	53959	0.479
B01	NA	NA	55039	0.501
B01	NA	NA	56120	0.518
B01	NA	NA	57201	0.536
B01	NA	NA	58281	0.548
B01	NA	NA	59362	0.559
B01	NA	NA	60433	0.571
B01	NA	NA	61514	0.582
B01	NA	NA	62595	0.591
B01	NA	NA	63676	0.598
B01	NA	NA	64757	0.607
B01	NA	NA	65838	0.614
B01	NA	NA	66919	0.618
B01	NA	NA	68000	0.624
B01	NA	NA	69081	0.629
B01	NA	NA	70161	0.634
B01	NA	NA	71242	0.636
B01	NA	NA	72313	0.635
B01	NA	NA	73394	0.638
B01	NA	NA	74475	0.638
B01	NA	NA	75556	0.637
B01	NA	NA	76637	0.636
B01	NA	NA	77718	0.639
B01	NA	NA	78799	0.639
B01	NA	NA	79880	0.639
B01	NA	NA	80961	0.64
B01	NA	NA	82041	0.641
B01	NA	NA	83122	0.64
B01	NA	NA	84193	0.645
B01	NA	NA	85274	0.645
B01	NA	NA	86355	0.645
B01	NA	NA	87436	0.647
